Well,Content,Fluor,Target,Sample,Starting Quantity (SQ),Cq,Plate,Inhibited,Notes,Sample_Id,Field_Sample
C02,Unkn-07,JUN,RADR,C4z,0,,190603,,,C4,BassGCP_20180527_02
C03,Unkn-07,JUN,RADR,C4z,0,,190603,,,C4,BassGCP_20180527_02
C04,Unkn-07,JUN,RADR,C4z,0,,190603,,,C4,BassGCP_20180527_02
F02,Unkn-16,JUN,RADR,CA C9z,1.659708302,31.49609987,190603,,,CA C9,CA-MANZA_20180715_01
F03,Unkn-16,JUN,RADR,CA C9z,1.499163959,31.62692734,190603,,,CA C9,CA-MANZA_20180715_01
F04,Unkn-16,JUN,RADR,CA C9z,1.398735994,31.7160949,190603,,,CA C9,CA-MANZA_20180715_01
G02,Unkn-19,JUN,RADR,CA C10z,0.637465354,32.72664331,190603,,,CA C10,CA-MANZA_20180715_02
G03,Unkn-19,JUN,RADR,CA C10z,0.305187124,33.67385823,190603,,,CA C10,CA-MANZA_20180715_02
G04,Unkn-19,JUN,RADR,CA C10z,0.543804575,32.93099717,190603,,,CA C10,CA-MANZA_20180715_02
D05,Unkn-11,JUN,RADR,EG D6z,0.988955449,32.16190935,190603,,,EG D6,EagleGCP_20180717_02
E05,Unkn-14,JUN,RADR,EG D6z,0.798218361,32.43745092,190603,,,EG D6,EagleGCP_20180717_02
F05,Unkn-17,JUN,RADR,EG D6z,0.450893165,33.17193635,190603,,,EG D6,EagleGCP_20180717_02
B02,Unkn-04,JUN,RADR,B6z,0.03147768,36.59513286,190603,,accidentally_re_ran,B6,GlorGCP_20180527_02
B03,Unkn-04,JUN,RADR,B6z,0,,190603,,accidentally_re_ran,B6,GlorGCP_20180527_02
B04,Unkn-04,JUN,RADR,B6z,0.104605867,35.05078166,190603,,accidentally_re_ran,B6,GlorGCP_20180527_02
A02,Unkn-01,JUN,RADR,B2z,0.022787191,37.01060503,190603,,accidentally_reran,B2,RLSNKGCP_20180527_02
A03,Unkn-01,JUN,RADR,B2z,0,,190603,,accidentally_reran,B2,RLSNKGCP_20180527_02
A04,Unkn-01,JUN,RADR,B2z,0,,190603,,accidentally_reran,B2,RLSNKGCP_20180527_02
H02,Unkn-22,JUN,RADR,Ron D1z,0.911101763,32.26735226,190603,1,,Ron D1,RonJRGCP_20180716_01
H03,Unkn-22,JUN,RADR,Ron D1z,0.098339865,35.13021638,190603,1,,Ron D1,RonJRGCP_20180716_01
H04,Unkn-22,JUN,RADR,Ron D1z,0.068781729,35.58994039,190603,1,,Ron D1,RonJRGCP_20180716_01
A05,Unkn-02,JUN,RADR,Ron D2z,1.64E-06,49.27660749,190603,1,,Ron D2,RonJRGCP_20180716_02
B05,Unkn-05,JUN,RADR,Ron D2z,8.71E-06,47.13114347,190603,1,,Ron D2,RonJRGCP_20180716_02
C05,Unkn-08,JUN,RADR,Ron D2z,5.33E-06,47.76105936,190603,1,,Ron D2,RonJRGCP_20180716_02
D02,Unkn-10,JUN,RADR,Wash A8z,0,,190603,,,Wash A8,WashGCP_20180714_01
D03,Unkn-10,JUN,RADR,Wash A8z,0,,190603,,,Wash A8,WashGCP_20180714_01
D04,Unkn-10,JUN,RADR,Wash A8z,0,,190603,,,Wash A8,WashGCP_20180714_01
E02,Unkn-13,JUN,RADR,Wash A9z,0,,190603,,,Wash A9,WashGCP_20180714_02
E03,Unkn-13,JUN,RADR,Wash A9z,0,,190603,,,Wash A9,WashGCP_20180714_02
E04,Unkn-13,JUN,RADR,Wash A9z,0,,190603,,,Wash A9,WashGCP_20180714_02
H05,NTC,JUN,RADR,PCR NEG,0,,190603,,,PCR NEG,PCRNeg_2018XXXX_01
D02,Unkn-10,JUN,RADR,A1,0,,190523,,,A1,WashGCP_20180525_01
D03,Unkn-10,JUN,RADR,A1,0,,190523,,,A1,WashGCP_20180525_01
D04,Unkn-10,JUN,RADR,A1,0,,190523,,,A1,WashGCP_20180525_01
E05,Unkn-14,JUN,RADR,A10,0,,190523,,,A10,ShptlGCP_20180527_03
E06,Unkn-14,JUN,RADR,A10,0,,190523,,,A10,ShptlGCP_20180527_03
E07,Unkn-14,JUN,RADR,A10,0,,190523,,,A10,ShptlGCP_20180527_03
E02,Unkn-13,JUN,RADR,A2,0,,190523,,,A2,WashGCP_20180525_02
E03,Unkn-13,JUN,RADR,A2,0,,190523,,,A2,WashGCP_20180525_02
E04,Unkn-13,JUN,RADR,A2,0,,190523,,,A2,WashGCP_20180525_02
F02,Unkn-16,JUN,RADR,A3,0,,190523,,,A3,NegCtrl_20180525_03
F03,Unkn-16,JUN,RADR,A3,0,,190523,,,A3,NegCtrl_20180525_03
F04,Unkn-16,JUN,RADR,A3,0,,190523,,,A3,NegCtrl_20180525_03
G02,Unkn-19,JUN,RADR,A4,0,,190523,,,A4,HeronGCP_20180527_01
G03,Unkn-19,JUN,RADR,A4,0,,190523,,,A4,HeronGCP_20180527_01
G04,Unkn-19,JUN,RADR,A4,0,,190523,,,A4,HeronGCP_20180527_01
H02,Unkn-22,JUN,RADR,A5,0,,190523,,,A5,HeronGCP_20180527_02
H03,Unkn-22,JUN,RADR,A5,0,,190523,,,A5,HeronGCP_20180527_02
H04,Unkn-22,JUN,RADR,A5,0,,190523,,,A5,HeronGCP_20180527_02
A05,Unkn-02,JUN,RADR,A6,0,,190523,,,A6,CA-EDWD_20180527_01
A06,Unkn-02,JUN,RADR,A6,0,,190523,,,A6,CA-EDWD_20180527_01
A07,Unkn-02,JUN,RADR,A6,0,,190523,,,A6,CA-EDWD_20180527_01
B05,Unkn-05,JUN,RADR,A7,0,,190523,,,A7,CA-EDWD_20180527_02
B06,Unkn-05,JUN,RADR,A7,0,,190523,,,A7,CA-EDWD_20180527_02
B07,Unkn-05,JUN,RADR,A7,0,,190523,,,A7,CA-EDWD_20180527_02
C05,Unkn-08,JUN,RADR,A8,0,,190523,,,A8,ShptlGCP_20180527_01
C06,Unkn-08,JUN,RADR,A8,0,,190523,,,A8,ShptlGCP_20180527_01
C07,Unkn-08,JUN,RADR,A8,0,,190523,,,A8,ShptlGCP_20180527_01
D05,Unkn-11,JUN,RADR,A9,0,,190523,,,A9,ShptlGCP_20180527_02
D06,Unkn-11,JUN,RADR,A9,0,,190523,,,A9,ShptlGCP_20180527_02
D07,Unkn-11,JUN,RADR,A9,0,,190523,,,A9,ShptlGCP_20180527_02
F05,Unkn-17,JUN,RADR,B1,0,,190523,1,,B1,RLSNKGCP_20180527_01
F06,Unkn-17,JUN,RADR,B1,0,,190523,1,,B1,RLSNKGCP_20180527_01
F07,Unkn-17,JUN,RADR,B1,0,,190523,1,,B1,RLSNKGCP_20180527_01
G08,Unkn-21,JUN,RADR,B10,0.072976984,35.19236192,190523,,,B10,EagleGCP_20180527_02
G09,Unkn-21,JUN,RADR,B10,0.04901373,35.59537596,190523,,,B10,EagleGCP_20180527_02
G10,Unkn-21,JUN,RADR,B10,0.137801096,34.5487571,190523,,,B10,EagleGCP_20180527_02
G05,Unkn-20,JUN,RADR,B2,0.002500974,38.60795052,190523,,,B2,RLSNKGCP_20180527_02
G06,Unkn-20,JUN,RADR,B2,0.0051081,37.88488563,190523,,,B2,RLSNKGCP_20180527_02
G07,Unkn-20,JUN,RADR,B2,0,,190523,,,B2,RLSNKGCP_20180527_02
H05,Unkn-23,JUN,RADR,B3,3.658248338,31.22888451,190523,,,B3,CA-MANZA_20180527_01
H06,Unkn-23,JUN,RADR,B3,2.912564045,31.45968158,190523,,,B3,CA-MANZA_20180527_01
H07,Unkn-23,JUN,RADR,B3,2.723049794,31.52780303,190523,,,B3,CA-MANZA_20180527_01
A08,Unkn-03,JUN,RADR,B4,2.906143424,31.46191602,190523,,,B4,CA-MANZA_20180527_02
A09,Unkn-03,JUN,RADR,B4,2.548295896,31.59495891,190523,,,B4,CA-MANZA_20180527_02
A10,Unkn-03,JUN,RADR,B4,2.890115351,31.46751559,190523,,,B4,CA-MANZA_20180527_02
B08,Unkn-06,JUN,RADR,B5,0,,190523,,,B5,GlorGCP_20180527_01
B09,Unkn-06,JUN,RADR,B5,0,,190523,,,B5,GlorGCP_20180527_01
B10,Unkn-06,JUN,RADR,B5,0,,190523,,,B5,GlorGCP_20180527_01
C08,Unkn-09,JUN,RADR,B6,0.002725326,38.52096984,190523,,,B6,GlorGCP_20180527_02
C09,Unkn-09,JUN,RADR,B6,0,,190523,,,B6,GlorGCP_20180527_02
C10,Unkn-09,JUN,RADR,B6,0.023238853,36.35096961,190523,,,B6,GlorGCP_20180527_02
D08,Unkn-12,JUN,RADR,B7,0,,190523,,,B7,Ca-Pig_20180527_01
D09,Unkn-12,JUN,RADR,B7,0,,190523,,,B7,Ca-Pig_20180527_01
D10,Unkn-12,JUN,RADR,B7,0,,190523,,,B7,Ca-Pig_20180527_01
E08,Unkn-15,JUN,RADR,B8,0,,190523,,,B8,Ca-Pig_20180527_02
E09,Unkn-15,JUN,RADR,B8,0,,190523,,,B8,Ca-Pig_20180527_02
E10,Unkn-15,JUN,RADR,B8,0,,190523,,,B8,Ca-Pig_20180527_02
F08,Unkn-18,JUN,RADR,B9,0.173522982,34.3153801,190523,,,B9,EagleGCP_20180527_01
F09,Unkn-18,JUN,RADR,B9,0.03380703,35.97144574,190523,,,B9,EagleGCP_20180527_01
F10,Unkn-18,JUN,RADR,B9,0.080655253,35.09107289,190523,,,B9,EagleGCP_20180527_01
H08,Unkn-24,JUN,RADR,C1,0,,190523,,,C1,NtalkGCP_20180527_01
H09,Unkn-24,JUN,RADR,C1,0,,190523,,,C1,NtalkGCP_20180527_01
H10,Unkn-24,JUN,RADR,C1,0,,190523,,,C1,NtalkGCP_20180527_01
A11,Unkn-25,JUN,RADR,C2,0,,190523,,,C2,NtalkGCP_20180527_02
B11,Unkn-25,JUN,RADR,C2,0,,190523,,,C2,NtalkGCP_20180527_02
C11,Unkn-25,JUN,RADR,C2,0,,190523,,,C2,NtalkGCP_20180527_02
D11,Unkn-26,JUN,RADR,C3,0,,190523,,,C3,BassGCP_20180527_01
E11,Unkn-26,JUN,RADR,C3,0,,190523,,,C3,BassGCP_20180527_01
F11,Unkn-26,JUN,RADR,C3,0,,190523,,,C3,BassGCP_20180527_01
A12,Unkn-27,JUN,RADR,C4,0,,190523,1,,C4,BassGCP_20180527_02
G11,Unkn-27,JUN,RADR,C4,0,,190523,1,,C4,BassGCP_20180527_02
H11,Unkn-27,JUN,RADR,C4,0,,190523,1,,C4,BassGCP_20180527_02
B12,Unkn-28,JUN,RADR,C5,0,,190523,,,C5,YBBA_20180527_01
C12,Unkn-28,JUN,RADR,C5,0,,190523,,,C5,YBBA_20180527_01
D12,Unkn-28,JUN,RADR,C5,0,,190523,,,C5,YBBA_20180527_01
E12,Unkn-29,JUN,RADR,C6,0.032362539,36.01565823,190523,,,C6,YBBA_20180527_02
F12,Unkn-29,JUN,RADR,C6,0.04274598,35.73390982,190523,,,C6,YBBA_20180527_02
G12,Unkn-29,JUN,RADR,C6,0.02627557,36.22662202,190523,,,C6,YBBA_20180527_02
A02,Unkn-01,JUN,RADR,MES_072018,0,,190523,,,MES_072018,ExtrNeg_20180725_01
A03,Unkn-01,JUN,RADR,MES_072018,0,,190523,,,MES_072018,ExtrNeg_20180725_01
A04,Unkn-01,JUN,RADR,MES_072018,0,,190523,,,MES_072018,ExtrNeg_20180725_01
B02,Unkn-04,JUN,RADR,MES_072518,0,,190523,,,MES_072518,ExtrNeg_20180725_01
B03,Unkn-04,JUN,RADR,MES_072518,0,,190523,,,MES_072518,ExtrNeg_20180725_01
B04,Unkn-04,JUN,RADR,MES_072518,0,,190523,,,MES_072518,ExtrNeg_20180725_01
C02,Unkn-07,JUN,RADR,MJS_091418,0,,190523,,,MJS_091418,ExtrNeg_20180914_01
C03,Unkn-07,JUN,RADR,MJS_091418,0,,190523,,,MJS_091418,ExtrNeg_20180914_01
C04,Unkn-07,JUN,RADR,MJS_091418,0,,190523,,,MJS_091418,ExtrNeg_20180914_01
H12,NTC,JUN,RADR,PCR NEG,0,,190523,,,PCR NEG,PCRNeg_2018XXXX_01
H08,Unkn-24,JUN,RADR,BG D3,0,,190529,,,BG D3,BassGCP_20180717_01
H09,Unkn-24,JUN,RADR,BG D3,0,,190529,,,BG D3,BassGCP_20180717_01
H10,Unkn-24,JUN,RADR,BG D3,0,,190529,,,BG D3,BassGCP_20180717_01
A11,Unkn-25,JUN,RADR,BG D4,0,,190529,,,BG D4,BassGCP_20180717_02
B11,Unkn-25,JUN,RADR,BG D4,0,,190529,,,BG D4,BassGCP_20180717_02
C11,Unkn-25,JUN,RADR,BG D4,0,,190529,,,BG D4,BassGCP_20180717_02
D08,Unkn-12,JUN,RADR,CA C9,3.362535466,31.80585994,190529,1,,CA C9,CA-MANZA_20180715_01
D09,Unkn-12,JUN,RADR,CA C9,2.425259452,32.23525589,190529,1,,CA C9,CA-MANZA_20180715_01
D10,Unkn-12,JUN,RADR,CA C9,2.674600238,32.10665475,190529,1,,CA C9,CA-MANZA_20180715_01
E08,Unkn-15,JUN,RADR,CA C10,1.158787086,33.20581473,190529,1,,CA C10,CA-MANZA_20180715_02
E09,Unkn-15,JUN,RADR,CA C10,1.006047931,33.39155715,190529,1,,CA C10,CA-MANZA_20180715_02
E10,Unkn-15,JUN,RADR,CA C10,1.229255899,33.12823571,190529,1,,CA C10,CA-MANZA_20180715_02
B12,Unkn-28,JUN,RADR,Pig D7,0,,190529,,,Pig D7,CA-Pig_20180717_01
C12,Unkn-28,JUN,RADR,Pig D7,0,,190529,,,Pig D7,CA-Pig_20180717_01
D12,Unkn-28,JUN,RADR,Pig D7,0,,190529,,,Pig D7,CA-Pig_20180717_01
E12,Unkn-29,JUN,RADR,Pig D8,0,,190529,,,Pig D8,CA-Pig_20180717_02
F12,Unkn-29,JUN,RADR,Pig D8,0,,190529,,,Pig D8,CA-Pig_20180717_02
G12,Unkn-29,JUN,RADR,Pig D8,0,,190529,,,Pig D8,CA-Pig_20180717_02
C02,Unkn-07,JUN,RADR,Cab B2,5.118482348,31.25371789,190529,,,Cab B2,CabinBOR_20180714_01
C03,Unkn-07,JUN,RADR,Cab B2,5.901185217,31.0667256,190529,,,Cab B2,CabinBOR_20180714_01
C04,Unkn-07,JUN,RADR,Cab B2,7.152069136,30.81408899,190529,,,Cab B2,CabinBOR_20180714_01
D02,Unkn-10,JUN,RADR,Cab B3,10.7637458,30.27690259,190529,,,Cab B3,CabinBOR_20180714_02
D03,Unkn-10,JUN,RADR,Cab B3,9.183343152,30.48557392,190529,,,Cab B3,CabinBOR_20180714_02
D04,Unkn-10,JUN,RADR,Cab B3,9.055339784,30.50401976,190529,,,Cab B3,CabinBOR_20180714_02
D11,Unkn-26,JUN,RADR,EG D5,1.003020758,33.39551725,190529,,,EG D5,EagleGCP_20180717_01
E11,Unkn-26,JUN,RADR,EG D5,1.241324586,33.11539682,190529,,,EG D5,EagleGCP_20180717_01
F11,Unkn-26,JUN,RADR,EG D5,0.8161968,33.66637733,190529,,,EG D5,EagleGCP_20180717_01
A12,Unkn-27,JUN,RADR,EG D6,0.838538105,33.63089029,190529,,,EG D6,EagleGCP_20180717_02
G11,Unkn-27,JUN,RADR,EG D6,0.665184537,33.93523342,190529,,,EG D6,EagleGCP_20180717_02
H11,Unkn-27,JUN,RADR,EG D6,0.601185308,34.06817097,190529,,,EG D6,EagleGCP_20180717_02
B08,Unkn-06,JUN,RADR,GG C7,0,,190529,,,GG C7,GlorGCP_20180715_01
B09,Unkn-06,JUN,RADR,GG C7,0,,190529,,,GG C7,GlorGCP_20180715_01
B10,Unkn-06,JUN,RADR,GG C7,0,,190529,,,GG C7,GlorGCP_20180715_01
C08,Unkn-09,JUN,RADR,GG C8,0,,190529,,,GG C8,GlorGCP_20180715_02
C09,Unkn-09,JUN,RADR,GG C8,0,,190529,,,GG C8,GlorGCP_20180715_02
C10,Unkn-09,JUN,RADR,GG C8,0,,190529,,,GG C8,GlorGCP_20180715_02
E02,Unkn-13,JUN,RADR,Gram B4,0,,190529,,,Gram B4,GrampsBOR_20180714_01
E03,Unkn-13,JUN,RADR,Gram B4,0,,190529,,,Gram B4,GrampsBOR_20180714_01
E04,Unkn-13,JUN,RADR,Gram B4,0,,190529,,,Gram B4,GrampsBOR_20180714_01
F02,Unkn-16,JUN,RADR,Gram B5,0,,190529,,,Gram B5,GrampsBOR_20180714_02
F03,Unkn-16,JUN,RADR,Gram B5,0,,190529,,,Gram B5,GrampsBOR_20180714_02
F04,Unkn-16,JUN,RADR,Gram B5,0,,190529,,,Gram B5,GrampsBOR_20180714_02
G02,Unkn-19,JUN,RADR,Neg B6,0,,190529,,,Neg B6,NegCtrl_20180714_01
G03,Unkn-19,JUN,RADR,Neg B6,0,,190529,,,Neg B6,NegCtrl_20180714_01
G04,Unkn-19,JUN,RADR,Neg B6,0,,190529,,,Neg B6,NegCtrl_20180714_01
A08,Unkn-03,JUN,RADR,NEG C6,0,,190529,,,NEG C6,NegCtrl_20180715_01
A09,Unkn-03,JUN,RADR,NEG C6,0,,190529,,,NEG C6,NegCtrl_20180715_01
A10,Unkn-03,JUN,RADR,NEG C6,0,,190529,,,NEG C6,NegCtrl_20180715_01
B05,Unkn-05,JUN,RADR,NG B9,0,,190529,,,NG B9,NorthGCP_20180715_01
B06,Unkn-05,JUN,RADR,NG B9,0,,190529,,,NG B9,NorthGCP_20180715_01
B07,Unkn-05,JUN,RADR,NG B9,0,,190529,,,NG B9,NorthGCP_20180715_01
C05,Unkn-08,JUN,RADR,NG B10,0,,190529,,,NG B10,NorthGCP_20180715_02
C06,Unkn-08,JUN,RADR,NG B10,0,,190529,,,NG B10,NorthGCP_20180715_02
C07,Unkn-08,JUN,RADR,NG B10,0,,190529,,,NG B10,NorthGCP_20180715_02
H05,Unkn-23,JUN,RADR,NG C5,0,,190529,,,NG C5,NtalkGCP_20180715_01
H06,Unkn-23,JUN,RADR,NG C5,0,,190529,,,NG C5,NtalkGCP_20180715_01
H07,Unkn-23,JUN,RADR,NG C5,0,,190529,,,NG C5,NtalkGCP_20180715_01
F05,Unkn-17,JUN,RADR,RG C3,0.004309768,40.55729543,190529,1,,RG C3,RLSNKGCP_20180715_01
F06,Unkn-17,JUN,RADR,RG C3,0.00240614,41.32324099,190529,1,,RG C3,RLSNKGCP_20180715_01
F07,Unkn-17,JUN,RADR,RG C3,0.010476812,39.38999305,190529,1,,RG C3,RLSNKGCP_20180715_01
G05,Unkn-20,JUN,RADR,RG C4,0,,190529,1,,RG C4,RLSNKGCP_20180715_02
G06,Unkn-20,JUN,RADR,RG C4,0,,190529,1,,RG C4,RLSNKGCP_20180715_02
G07,Unkn-20,JUN,RADR,RG C4,0,,190529,1,,RG C4,RLSNKGCP_20180715_02
F08,Unkn-18,JUN,RADR,Ron D1,0,,190529,1,,Ron D1,RonJRGCP_20180716_01
F09,Unkn-18,JUN,RADR,Ron D1,0,,190529,1,,Ron D1,RonJRGCP_20180716_01
F10,Unkn-18,JUN,RADR,Ron D1,0,,190529,1,,Ron D1,RonJRGCP_20180716_01
G08,Unkn-21,JUN,RADR,Ron D2,0,,190529,1,,Ron D2,RonJRGCP_20180716_02
G09,Unkn-21,JUN,RADR,Ron D2,0,,190529,1,,Ron D2,RonJRGCP_20180716_02
G10,Unkn-21,JUN,RADR,Ron D2,0,,190529,1,,Ron D2,RonJRGCP_20180716_02
D05,Unkn-11,JUN,RADR,SG C1,0,,190529,,,SG C1,ShptlGCP_20180715_01
D06,Unkn-11,JUN,RADR,SG C1,0,,190529,,,SG C1,ShptlGCP_20180715_01
D07,Unkn-11,JUN,RADR,SG C1,0,,190529,,,SG C1,ShptlGCP_20180715_01
E05,Unkn-14,JUN,RADR,SG C2,0,,190529,,,SG C2,ShptlGCP_20180715_02
E06,Unkn-14,JUN,RADR,SG C2,0,,190529,,,SG C2,ShptlGCP_20180715_02
E07,Unkn-14,JUN,RADR,SG C2,0,,190529,,,SG C2,ShptlGCP_20180715_02
A02,Unkn-01,JUN,RADR,WDM A10,0,,190529,,,WDM A10,WDMLGCP_20180714_01
A03,Unkn-01,JUN,RADR,WDM A10,0,,190529,,,WDM A10,WDMLGCP_20180714_01
A04,Unkn-01,JUN,RADR,WDM A10,0,,190529,,,WDM A10,WDMLGCP_20180714_01
B02,Unkn-04,JUN,RADR,WDM B1,0,,190529,1,,WDM B1,WDMLGCP_20180714_02
B03,Unkn-04,JUN,RADR,WDM B1,0,,190529,1,,WDM B1,WDMLGCP_20180714_02
B04,Unkn-04,JUN,RADR,WDM B1,0,,190529,1,,WDM B1,WDMLGCP_20180714_02
H02,Unkn-22,JUN,RADR,YB B7,2.666852584,32.11046694,190529,,,YB B7,YBBA_20180715_01
H03,Unkn-22,JUN,RADR,YB B7,2.882893886,32.00810311,190529,,,YB B7,YBBA_20180715_01
H04,Unkn-22,JUN,RADR,YB B7,3.238602365,31.85520945,190529,,,YB B7,YBBA_20180715_01
A05,Unkn-02,JUN,RADR,YB B8,2.042370592,32.46105674,190529,,,YB B8,YBBA_20180715_02
A06,Unkn-02,JUN,RADR,YB B8,2.965323124,31.97105638,190529,,,YB B8,YBBA_20180715_02
A07,Unkn-02,JUN,RADR,YB B8,3.497924486,31.75398591,190529,,,YB B8,YBBA_20180715_02
H12,NTC,JUN,RADR,PCR NEG,0,,190529,,,PCR NEG,PCRNeg_2018XXXX_01
A02,Unkn-01,FAM,AMCA3,HG D9,0.29425932,34.02770479,190531,,,HG D9,HeronGCP_20180717_01
